module,path,field,english,hindi,santali_new,translator_note
warehouse-loading,warehouse-loading.steps[4].prompt,prompt,"A driver leaves his forklift on the loading ramp, engine running, to go and sign a docket.",एक ड्राइवर डॉकेट पर हस्ताक्षर करने जाने के लिए अपना फोर्कलिफ्ट लोडिंग रैंप पर इंजन चालू छोड़ देता है।,,
warehouse-loading,warehouse-loading.steps[4].choices[0].text,option,Say nothing — he is only away for a moment,कुछ न कहें — वह बस एक पल के लिए गया है,,
warehouse-loading,warehouse-loading.steps[4].choices[0].feedback,feedback,"An unattended machine on a slope with the engine running can roll. ""Only a moment"" is how a runaway happens, and it is also the moment someone else decides to move it because it is in the way.","ढलान पर इंजन चालू छोड़ी मशीन लुढ़क सकती है। ""बस एक पल"" ऐसे ही भागती मशीन बनती है, और यही वह पल है जब कोई और इसे हटाने का फैसला करता है क्योंकि यह रास्ते में है।",,
warehouse-loading,warehouse-loading.steps[4].choices[1].text,option,"Ask him to lower the forks, apply the brake, neutral, engine off, and take the key","उससे कहें कि फोर्क नीचे करे, ब्रेक लगाए, न्यूट्रल करे, इंजन बंद करे और चाबी ले जाए",,
warehouse-loading,warehouse-loading.steps[4].choices[1].feedback,feedback,"Correct. Forks down, brake on, neutral, off, key out — that is what ""unattended"" means. On a ramp it is not a formality.","सही। फोर्क नीचे, ब्रेक लगा, न्यूट्रल, बंद, चाबी बाहर — ""बिना निगरानी"" का यही मतलब है। रैंप पर यह औपचारिकता नहीं है।",,
warehouse-loading,warehouse-loading.steps[5].prompt,prompt,A pallet on the third tier is leaning out over the walkway below.,तीसरे स्तर पर रखा एक पैलेट नीचे वॉकवे की ओर झुका हुआ है।,,
warehouse-loading,warehouse-loading.steps[5].choices[0].text,option,Push it back into place from the ladder,सीढ़ी से उसे धक्का देकर जगह पर करें,,
warehouse-loading,warehouse-loading.steps[5].choices[0].feedback,feedback,"Correcting a leaning load by hand from a ladder puts you underneath it while destabilising it. If it goes, it goes onto you, and a ladder gives you nowhere to move.","झुके लोड को सीढ़ी से हाथ से ठीक करना आपको उसके नीचे रखता है और उसे और अस्थिर करता है। यदि वह गिरा, तो आप पर गिरेगा, और सीढ़ी पर हटने की जगह नहीं होती।",,
warehouse-loading,warehouse-loading.steps[5].choices[1].text,option,Barrier off the walkway underneath and get it brought down mechanically,नीचे का वॉकवे बैरियर से बंद करें और उसे मशीन से नीचे उतरवाएं,,
warehouse-loading,warehouse-loading.steps[5].choices[1].feedback,feedback,"Correct. Clear the drop zone first, then use the machine that put it up there to bring it down. Nobody should be under a suspect load, including you.","सही। पहले गिरने का क्षेत्र खाली करें, फिर जिस मशीन ने उसे ऊपर रखा उसी से नीचे उतारें। संदिग्ध लोड के नीचे कोई नहीं होना चाहिए, आप भी नहीं।",,
warehouse-loading,warehouse-loading.steps[5].choices[2].text,option,Leave it and warn people walking past to keep to the far side,छोड़ दें और पास से गुज़रने वालों को दूर की तरफ चलने की चेतावनी दें,,
warehouse-loading,warehouse-loading.steps[5].choices[2].feedback,feedback,"A verbal warning does not survive the shift change, and the next person through will not have heard it. An unstable load overhead needs the area closed and the load removed, not a caution passed on by word of mouth.","मौखिक चेतावनी शिफ्ट बदलने तक नहीं टिकती, और अगला गुज़रने वाला उसे सुना ही नहीं होगा। ऊपर अस्थिर लोड के लिए क्षेत्र बंद करना और लोड हटाना चाहिए, मुंहजुबानी सावधानी नहीं।",,
roof-strata-control,roof-strata-control.title,title,Roof & Strata Control,छत और स्ट्रेटा नियंत्रण,,
roof-strata-control,roof-strata-control.intro,intro,"You are at the coal face in an underground district in Jharkhand. Roof and side fall is the single largest cause of death in Indian underground coal mining, and almost every fall gives warning before it happens.","आप झारखंड की एक भूमिगत कोयला खान के कोल फेस पर हैं। भारतीय भूमिगत कोयला खनन में छत और साइड गिरना मौत का सबसे बड़ा कारण है, और लगभग हर गिरावट पहले चेतावनी देती है।",,
roof-strata-control,roof-strata-control.steps[0].prompt,prompt,"You reach the face. The last row of supports is about 1.8 m back, and the support rule for this seam allows a maximum of 1.2 m.","आप फेस पर पहुंचते हैं। सपोर्ट की अंतिम पंक्ति लगभग 1.8 मीटर पीछे है, और इस सीम का सपोर्ट नियम अधिकतम 1.2 मीटर की अनुमति देता है।",,
roof-strata-control,roof-strata-control.steps[0].choices[0].text,option,Start work — it is only a little over the limit,काम शुरू करें — यह सीमा से थोड़ा ही ज़्यादा है,,
roof-strata-control,roof-strata-control.steps[0].choices[0].feedback,feedback,"The support rule is the distance at which this particular roof has been assessed as able to stand unsupported. Sixty centimetres past it is not a rounding error, and the ground you would be standing on to work is the ground that is unsupported.","सपोर्ट नियम वह दूरी है जिस पर इस विशेष छत को बिना सहारे टिकने योग्य आंका गया है। उससे साठ सेंटीमीटर आगे कोई गोलमोल अंतर नहीं है, और जिस ज़मीन पर खड़े होकर आप काम करेंगे वही बिना सहारे है।",,
roof-strata-control,roof-strata-control.steps[0].choices[1].text,option,Stay out from under the unsupported roof and set supports to the rule before any other work,बिना सहारे वाली छत के नीचे न जाएं और किसी भी काम से पहले नियम के अनुसार सपोर्ट लगाएं,,
roof-strata-control,roof-strata-control.steps[0].choices[1].feedback,feedback,"Correct. Support to rule first, then work. The rule exists because this roof was measured, not estimated.","सही। पहले नियम के अनुसार सपोर्ट, फिर काम। नियम इसलिए है कि यह छत मापी गई थी, अनुमान नहीं लगाया गया था।",,
roof-strata-control,roof-strata-control.steps[0].choices[2].text,option,Work from the outer edge where the supports are closer,बाहरी किनारे से काम करें जहां सपोर्ट नज़दीक है,,
roof-strata-control,roof-strata-control.steps[0].choices[2].feedback,feedback,"The fall zone does not stop at the last prop. Reaching in from the edge still puts your head and shoulders under unsupported roof, which is where the load comes down.","गिरने का क्षेत्र अंतिम प्रॉप पर खत्म नहीं होता। किनारे से हाथ बढ़ाना भी आपका सिर और कंधे बिना सहारे वाली छत के नीचे रखता है, और भार वहीं गिरता है।",,
roof-strata-control,roof-strata-control.steps[1].prompt,prompt,Before setting the next support you need to judge the condition of the roof above you.,अगला सपोर्ट लगाने से पहले आपको अपने ऊपर की छत की स्थिति आंकनी है।,,
roof-strata-control,roof-strata-control.steps[1].choices[0].text,option,Look up at it — cracks are visible if there are any,ऊपर देखें — दरारें हों तो दिख जाएंगी,,
roof-strata-control,roof-strata-control.steps[1].choices[0].feedback,feedback,"A dangerous roof frequently looks sound. Separation happens along bedding planes above the visible surface, so the eye alone misses exactly the condition you are checking for.","खतरनाक छत अक्सर मज़बूत दिखती है। अलगाव दिखने वाली सतह के ऊपर बेडिंग प्लेन के साथ होता है, इसलिए केवल आँख वही स्थिति चूक जाती है जिसकी आप जांच कर रहे हैं।",,
roof-strata-control,roof-strata-control.steps[1].choices[1].text,option,"Sound it with a rod from a supported position and listen for a drummy, hollow note","सहारे वाली जगह से रॉड से ठोंकें और खोखली, ढोल जैसी आवाज़ सुनें",,
roof-strata-control,roof-strata-control.steps[1].choices[1].feedback,feedback,"Correct. Sounding finds separation the eye cannot see, and doing it from under support means the test cannot become the accident.","सही। ठोंकने से वह अलगाव पकड़ में आता है जो आँख नहीं देख सकती, और सहारे के नीचे से करने का मतलब है कि जांच ही दुर्घटना नहीं बन सकती।",,
roof-strata-control,roof-strata-control.steps[1].choices[2].text,option,Tap it with your hand while standing underneath,नीचे खड़े होकर हाथ से थपथपाएं,,
roof-strata-control,roof-strata-control.steps[1].choices[2].feedback,feedback,This gets the method right and the position fatally wrong. Sounding is done from a supported position with a rod precisely so that a piece released by the tapping does not land on the person testing.,"तरीका सही है, जगह जानलेवा रूप से गलत। ठोंकना सहारे वाली जगह से रॉड से इसीलिए किया जाता है कि थपथपाने से छूटा टुकड़ा जांच करने वाले पर न गिरे।",,
roof-strata-control,roof-strata-control.steps[2].prompt,prompt,A patch about two metres across sounds hollow.,लगभग दो मीटर चौड़ा एक हिस्सा खोखला बजता है।,,
roof-strata-control,roof-strata-control.steps[2].choices[0].text,option,Bar the loose down from directly underneath it,ठीक नीचे से बार लगाकर ढीला हिस्सा गिराएं,,
roof-strata-control,roof-strata-control.steps[2].choices[0].feedback,feedback,"Barring down from beneath puts you in the fall path of the exact piece you are releasing, and a two-metre patch of coal measures weighs more than enough. Loose is barred from the side, from under supported roof, if it is barred at all.","नीचे से बार लगाना आपको उसी टुकड़े के गिरने के रास्ते में रखता है जिसे आप छोड़ रहे हैं, और दो मीटर का कोल मेजर्स हिस्सा काफ़ी भारी होता है। ढीला हिस्सा किनारे से, सहारे वाली छत के नीचे से गिराया जाता है, अगर गिराया जाए तो।",,
roof-strata-control,roof-strata-control.steps[2].choices[1].text,option,"Withdraw, fence and mark the area, and report it to the overman before anyone else goes in","हट जाएं, क्षेत्र को घेरें और चिह्नित करें, और किसी के अंदर जाने से पहले ओवरमैन को बताएं",,
roof-strata-control,roof-strata-control.steps[2].choices[1].feedback,feedback,"Correct. Fencing stops the next person walking into it unaware, and the decision about how to deal with a drummy area belongs to someone with the authority and the equipment to plan it.","सही। घेरना अगले व्यक्ति को अनजाने में अंदर जाने से रोकता है, और खोखले क्षेत्र से कैसे निपटा जाए यह निर्णय उसका है जिसके पास अधिकार और उपकरण दोनों हों।",,
roof-strata-control,roof-strata-control.steps[3].prompt,prompt,Fine dust is trickling steadily from a joint in the roof and you can hear intermittent cracking.,छत के एक जोड़ से लगातार महीन धूल गिर रही है और आपको बीच-बीच में चटकने की आवाज़ सुनाई देती है।,,
roof-strata-control,roof-strata-control.steps[3].choices[0].text,option,Note it and finish the cycle first,इसे नोट करें और पहले चक्र पूरा करें,,
roof-strata-control,roof-strata-control.steps[3].choices[0].feedback,feedback,Trickling dust and audible cracking are the roof telling you it is about to come down. This is the warning that is most often recorded in fall-of-roof reports as having been noticed and worked through.,गिरती धूल और सुनाई देती चटक छत का यह कहना है कि वह गिरने वाली है। छत गिरने की रिपोर्टों में यही चेतावनी सबसे अधिक बार दर्ज मिलती है — देखी गई और काम जारी रखा गया।,,
roof-strata-control,roof-strata-control.steps[3].choices[1].text,option,"Withdraw everyone from the area immediately, then report it","सबको तुरंत क्षेत्र से हटाएं, फिर रिपोर्ट करें",,
roof-strata-control,roof-strata-control.steps[3].choices[1].feedback,feedback,"Correct. Those two signs together mean movement is happening now. Withdrawal first, explanation afterwards — and nobody re-enters until it has been examined.","सही। ये दोनों संकेत मिलकर बताते हैं कि हलचल अभी हो रही है। पहले निकासी, समझाना बाद में — और जांच होने तक कोई वापस नहीं जाता।",,
roof-strata-control,roof-strata-control.steps[3].choices[2].text,option,Set an extra prop under the joint and carry on,जोड़ के नीचे एक अतिरिक्त प्रॉप लगाएं और काम जारी रखें,,
roof-strata-control,roof-strata-control.steps[3].choices[2].feedback,feedback,Setting a prop under a roof that is actively moving means standing under it to do so. The instinct to support it is right; the time to act on it was before it started to move.,सक्रिय रूप से हिल रही छत के नीचे प्रॉप लगाने का मतलब है उसके नीचे खड़ा होना। सहारा देने की सोच सही है; उस पर काम करने का समय हिलने से पहले था।,,
roof-strata-control,roof-strata-control.steps[4].prompt,prompt,A support in the middle of the roadway is in the way of a machine that needs to pass.,रोडवे के बीच एक सपोर्ट उस मशीन के रास्ते में है जिसे गुज़रना है।,,
roof-strata-control,roof-strata-control.steps[4].choices[0].text,option,"Pull it out, move the machine through, and set it again afterwards","उसे निकालें, मशीन गुज़ारें, और बाद में दोबारा लगा दें",,
roof-strata-control,roof-strata-control.steps[4].choices[0].feedback,feedback,"Withdrawing a support transfers its load to the roof and the neighbouring supports with no plan and no assessment. Supports are withdrawn under a scheme, in sequence, from a position of safety — not to clear a path for a shift.","सपोर्ट हटाने से उसका भार छत और पड़ोसी सपोर्ट पर चला जाता है, बिना किसी योजना या आंकलन के। सपोर्ट एक स्कीम के तहत, क्रम में, सुरक्षित जगह से हटाए जाते हैं — किसी शिफ्ट का रास्ता साफ करने के लिए नहीं।",,
roof-strata-control,roof-strata-control.steps[4].choices[1].text,option,Stop and get an alternative route or a supervised support-withdrawal scheme,रुकें और वैकल्पिक रास्ता या निगरानी में सपोर्ट-निकासी स्कीम लें,,
roof-strata-control,roof-strata-control.steps[4].choices[1].feedback,feedback,"Correct. Any change to the support pattern is a planned operation. If the machine genuinely cannot pass, that is a planning problem, not a reason to open the roof.","सही। सपोर्ट पैटर्न में कोई भी बदलाव एक नियोजित कार्य है। यदि मशीन वाकई नहीं गुज़र सकती, तो यह योजना की समस्या है, छत खोलने का कारण नहीं।",,
roof-strata-control,roof-strata-control.steps[5].prompt,prompt,A telltale near the junction has moved into its amber band since the last shift.,जंक्शन के पास लगा एक टेलटेल पिछली शिफ्ट से अपने एम्बर बैंड में चला गया है।,,
roof-strata-control,roof-strata-control.steps[5].choices[0].text,option,Amber is not red — carry on and check it again tomorrow,एम्बर लाल नहीं है — काम जारी रखें और कल दोबारा देखें,,
roof-strata-control,roof-strata-control.steps[5].choices[0].feedback,feedback,"A telltale measures convergence, so movement into amber means the roof is closing and has done so measurably within one shift. Waiting for red is waiting for the roof to travel further while people work underneath it.","टेलटेल कन्वर्जेंस मापता है, इसलिए एम्बर में जाने का मतलब है छत बंद हो रही है और एक ही शिफ्ट में मापने योग्य रूप से हुई है। लाल का इंतज़ार करना यानी लोगों के नीचे काम करते हुए छत को और खिसकने देना।",,
roof-strata-control,roof-strata-control.steps[5].choices[1].text,option,Report the reading now so the rate of movement can be assessed and support reviewed,रीडिंग अभी रिपोर्ट करें ताकि हलचल की दर आंकी जाए और सपोर्ट की समीक्षा हो,,
roof-strata-control,roof-strata-control.steps[5].choices[1].feedback,feedback,"Correct. What matters is not the colour but the rate. A reading that moved in a single shift is the information the strata engineer needs today, not tomorrow.","सही। रंग नहीं, दर मायने रखती है। जो रीडिंग एक शिफ्ट में बदली, वही जानकारी स्ट्रेटा इंजीनियर को आज चाहिए, कल नहीं।",,
roof-strata-control,roof-strata-control.steps[5].choices[2].text,option,Reset the telltale so the next shift starts from a clean reading,टेलटेल रीसेट कर दें ताकि अगली शिफ्ट साफ रीडिंग से शुरू हो,,
roof-strata-control,roof-strata-control.steps[5].choices[2].feedback,feedback,"This destroys the only record of how far and how fast the roof has moved. Convergence data is meaningless without its history, and resetting it hides the trend from the person whose job is to read it.","यह छत कितनी और कितनी तेज़ी से खिसकी उसका एकमात्र रिकॉर्ड मिटा देता है। कन्वर्जेंस डेटा अपने इतिहास के बिना अर्थहीन है, और रीसेट करना उस व्यक्ति से रुझान छिपा देता है जिसका काम उसे पढ़ना है।",,
working-at-height,working-at-height.title,title,Working at Height & Fall Prevention,ऊंचाई पर काम और गिरने से रोकथाम,,
working-at-height,working-at-height.intro,intro,"You are working on a structural platform six metres above the plant floor, replacing a section of handrail. A fall from this height is life-changing at best.",आप प्लांट फ्लोर से छह मीटर ऊपर एक स्ट्रक्चरल प्लेटफॉर्म पर हैंडरेल का एक हिस्सा बदल रहे हैं। इस ऊंचाई से गिरना सबसे अच्छी स्थिति में भी जीवन बदल देता है।,,
working-at-height,working-at-height.steps[0].prompt,prompt,You are wearing a full-body harness. The nearest thing to clip your lanyard to is the scaffold guardrail beside you.,आपने फुल-बॉडी हार्नेस पहना है। लैनयार्ड बांधने के लिए सबसे नज़दीक चीज़ आपके पास का स्कैफोल्ड गार्डरेल है।,,
working-at-height,working-at-height.steps[0].choices[0].text,option,Clip to the guardrail — it is solid and it is right there,गार्डरेल से बांध दें — यह मज़बूत है और यहीं है,,
working-at-height,working-at-height.steps[0].choices[0].feedback,feedback,"A guardrail is designed to stop a person leaning against it, not to arrest a falling body. Fall-arrest forces run into several kilonewtons and a guardrail will detach, taking you with it.","गार्डरेल किसी व्यक्ति के टिकने के लिए बना है, गिरते शरीर को रोकने के लिए नहीं। फॉल-अरेस्ट बल कई किलोन्यूटन तक जाता है और गार्डरेल आपके साथ ही उखड़ जाएगा।",,
working-at-height,working-at-height.steps[0].choices[1].text,option,"Clip to a rated anchor point or a certified lifeline, even if it means moving","रेटेड एंकर पॉइंट या प्रमाणित लाइफलाइन से बांधें, चाहे इसके लिए जगह बदलनी पड़े",,
working-at-height,working-at-height.steps[0].choices[1].feedback,feedback,"Correct. An anchor has to be rated for arrest forces and identified as such. If the rated anchor is inconvenient, the answer is to reposition the work, not to lower the standard of the anchor.","सही। एंकर को अरेस्ट बल के लिए रेटेड और उस रूप में चिह्नित होना चाहिए। यदि रेटेड एंकर असुविधाजनक है, तो उत्तर काम की जगह बदलना है, एंकर का स्तर घटाना नहीं।",,
working-at-height,working-at-height.steps[0].choices[2].text,option,Clip to the guardrail but keep the lanyard short so you cannot build up speed,गार्डरेल से बांधें पर लैनयार्ड छोटा रखें ताकि रफ्तार न बने,,
working-at-height,working-at-height.steps[0].choices[2].feedback,feedback,Better reasoning — a short lanyard genuinely reduces fall distance — but it does not change the anchor. A shorter fall still applies more force than a guardrail is built to take.,सोच बेहतर है — छोटा लैनयार्ड गिरने की दूरी वाकई घटाता है — पर एंकर वही रहता है। छोटी गिरावट भी गार्डरेल की क्षमता से अधिक बल लगाती है।,,
working-at-height,working-at-height.steps[1].prompt,prompt,You need to remove the handrail section to get at the bolts underneath.,नीचे के बोल्ट तक पहुंचने के लिए आपको हैंडरेल का हिस्सा हटाना है।,,
working-at-height,working-at-height.steps[1].choices[0].text,option,Remove it and work carefully at the open edge,हटा दें और खुले किनारे पर सावधानी से काम करें,,
working-at-height,working-at-height.steps[1].choices[0].feedback,feedback,"Taking out the handrail creates an unprotected edge, and ""carefully"" is the control being relied on. Removing collective protection without replacing it is how planned work becomes a fall.","हैंडरेल निकालने से असुरक्षित किनारा बन जाता है, और भरोसा ""सावधानी"" पर है। सामूहिक सुरक्षा हटाकर उसकी जगह कुछ न रखना ऐसे ही नियोजित काम गिरावट बन जाता है।",,
working-at-height,working-at-height.steps[1].choices[1].text,option,"Fit a temporary barrier or work restraint before removing the rail, so you cannot reach the edge",रेल हटाने से पहले अस्थायी बैरियर या वर्क रेस्ट्रेंट लगाएं ताकि आप किनारे तक पहुंच ही न सकें,,
working-at-height,working-at-height.steps[1].choices[1].feedback,feedback,Correct. Restraint that physically prevents reaching the edge beats arrest that catches you after you have gone over it. Protection must be in place before the existing protection comes out.,सही। किनारे तक पहुंचने से शारीरिक रूप से रोकने वाला रेस्ट्रेंट उस अरेस्ट से बेहतर है जो आपको गिरने के बाद पकड़ता है। मौजूदा सुरक्षा हटने से पहले नई सुरक्षा लगनी चाहिए।,,
working-at-height,working-at-height.steps[2].prompt,prompt,A floor opening on the platform is covered by a loose plywood sheet with no fixing or marking.,"प्लेटफॉर्म पर एक फर्श का खुला हिस्सा ढीली प्लाईवुड शीट से ढका है, बिना किसी फिक्सिंग या निशान के।",,
working-at-height,working-at-height.steps[2].choices[0].text,option,Step around it and get on with the job,उसके चारों ओर से निकलें और काम करते रहें,,
working-at-height,working-at-height.steps[2].choices[0].feedback,feedback,"An unmarked, unfixed cover is worse than an open hole, because an open hole is visible. The next person will stand on it, and a loose sheet will slide.","बिना निशान, बिना कसा ढक्कन खुले छेद से भी बुरा है, क्योंकि खुला छेद दिखता है। अगला व्यक्ति उस पर पैर रखेगा, और ढीली शीट खिसक जाएगी।",,
working-at-height,working-at-height.steps[2].choices[1].text,option,"Secure and mark the cover, or barrier the opening, before continuing","आगे बढ़ने से पहले ढक्कन कसें और चिह्नित करें, या खुले हिस्से को बैरियर से घेरें",,
working-at-height,working-at-height.steps[2].choices[1].feedback,feedback,Correct. A cover must be fixed so it cannot move and marked so it reads as a cover. Otherwise it is a concealed hole.,सही। ढक्कन ऐसा कसा हो कि हिल न सके और ऐसा चिह्नित हो कि ढक्कन जैसा पढ़ा जाए। वरना यह छिपा हुआ छेद है।,,
working-at-height,working-at-height.steps[2].choices[2].text,option,Tell your supervisor about it at the end of the shift,शिफ्ट के अंत में सुपरवाइज़र को बता दें,,
working-at-height,working-at-height.steps[2].choices[2].feedback,feedback,"The reporting is right and the timing leaves the hazard live for hours with people walking over it. Make it safe now, then report it.","रिपोर्ट करना सही है और समय ऐसा है कि खतरा घंटों तक जीवित रहेगा जबकि लोग उसके ऊपर चलेंगे। पहले सुरक्षित करें, फिर रिपोर्ट करें।",,
working-at-height,working-at-height.steps[3].prompt,prompt,A fitter starts working directly below your platform while you are handling bolts and hand tools.,एक फिटर आपके प्लेटफॉर्म के ठीक नीचे काम शुरू कर देता है जबकि आप बोल्ट और हाथ के औज़ार संभाल रहे हैं।,,
working-at-height,working-at-height.steps[3].choices[0].text,option,Carry on and be careful not to drop anything,काम जारी रखें और ध्यान रखें कि कुछ न गिरे,,
working-at-height,working-at-height.steps[3].choices[0].feedback,feedback,"A dropped spanner from six metres is potentially fatal, and care is not a control that survives a slip or a gust. The person below has no idea what is above him.","छह मीटर से गिरा स्पैनर जानलेवा हो सकता है, और सावधानी वह नियंत्रण नहीं जो फिसलन या झोंके में टिके। नीचे वाले व्यक्ति को पता ही नहीं कि ऊपर क्या है।",,
working-at-height,working-at-height.steps[3].choices[1].text,option,"Stop, barrier the area below, and use tool lanyards and a closed container before resuming","रुकें, नीचे का क्षेत्र बैरियर से घेरें, और फिर टूल लैनयार्ड और बंद डिब्बे के साथ काम करें",,
working-at-height,working-at-height.steps[3].choices[1].feedback,feedback,Correct. Exclude people from the drop zone and tether the tools. Working at height creates a hazard below as well as at the edge.,"सही। लोगों को गिरने के क्षेत्र से बाहर रखें और औज़ार बांधें। ऊंचाई पर काम किनारे पर ही नहीं, नीचे भी खतरा बनाता है।",,
working-at-height,working-at-height.steps[4].prompt,prompt,"Your colleague falls and is left hanging in his harness, conscious, about two metres below the platform.","आपका साथी गिर जाता है और प्लेटफॉर्म से लगभग दो मीटर नीचे अपने हार्नेस में लटका रह जाता है, होश में।",,
working-at-height,working-at-height.steps[4].choices[0].text,option,Leave him suspended and call for the fire service to attend,उसे लटका छोड़ें और फायर सर्विस को बुलाएं,,
working-at-height,working-at-height.steps[4].choices[0].feedback,feedback,The harness saved his life and is now the danger: suspension restricts blood return and can be fatal within a short and unpredictable time. A rescue that starts with a phone call and no plan may take longer than he has.,हार्नेस ने उसकी जान बचाई और अब वही खतरा है: लटकने से खून की वापसी रुकती है और यह कम तथा अनिश्चित समय में जानलेवा हो सकता है। फोन से शुरू होने वाला बिना योजना का बचाव उससे ज़्यादा समय ले सकता है जितना उसके पास है।,,
working-at-height,working-at-height.steps[4].choices[1].text,option,"Trigger the pre-planned rescue to get him down and supported quickly, and get medical help moving in parallel","पहले से बनी बचाव योजना चलाएं ताकि उसे जल्दी नीचे और सहारे पर लाया जाए, साथ ही मेडिकल मदद बुलाएं",,
working-at-height,working-at-height.steps[4].choices[1].feedback,feedback,Correct. Suspension trauma is why a rescue plan is a condition of working at height rather than paperwork. The plan exists so recovery starts in minutes.,"सही। सस्पेंशन ट्रॉमा ही कारण है कि ऊंचाई पर काम की शर्त बचाव योजना है, कागज़ी काम नहीं। योजना इसलिए है कि रिकवरी मिनटों में शुरू हो।",,
working-at-height,working-at-height.steps[4].choices[2].text,option,Climb down to him and take his weight until help arrives,नीचे उतरकर उसका भार संभालें जब तक मदद आए,,
working-at-height,working-at-height.steps[4].choices[2].feedback,feedback,This puts a second unsecured person at the edge and does not get him out of suspension. The plan is not improvised support; it is planned retrieval.,"यह किनारे पर दूसरा असुरक्षित व्यक्ति ला देता है और उसे लटकने से बाहर भी नहीं निकालता। योजना तात्कालिक सहारा नहीं, नियोजित निकासी है।",,
working-at-height,working-at-height.steps[5].prompt,prompt,Wind picks up sharply and you are about to lift a large sheet of cladding into position.,हवा तेज़ हो जाती है और आप क्लैडिंग की एक बड़ी शीट जगह पर उठाने वाले हैं।,,
working-at-height,working-at-height.steps[5].choices[0].text,option,Lift it now before the wind gets worse,हवा और तेज़ होने से पहले अभी उठा लें,,
working-at-height,working-at-height.steps[5].choices[0].feedback,feedback,"A large flat sheet in gusting wind behaves like a sail, and the force arrives without warning while both your hands are committed. Racing the weather at height is how people are pulled off a platform.","तेज़ हवा में बड़ी सपाट शीट पाल की तरह व्यवहार करती है, और बल बिना चेतावनी उस समय आता है जब आपके दोनों हाथ लगे हुए हैं। ऊंचाई पर मौसम से दौड़ लगाना ऐसे ही लोग प्लेटफॉर्म से खिंच जाते हैं।",,
working-at-height,working-at-height.steps[5].choices[1].text,option,"Stop the lift, secure the sheet and re-plan when the wind drops or with mechanical handling","लिफ्ट रोकें, शीट को बांधें और हवा थमने पर या मशीनी सहायता से दोबारा योजना बनाएं",,
working-at-height,working-at-height.steps[5].choices[1].feedback,feedback,Correct. Wind limits are a stop-work condition for large surfaces at height. Securing what is already up there is part of stopping properly.,सही। ऊंचाई पर बड़ी सतहों के लिए हवा की सीमा काम रोकने की स्थिति है। जो ऊपर पहले से है उसे बांधना ठीक से रुकने का हिस्सा है।,,
mine-haulage,mine-haulage.title,title,Mine Haulage & Conveyor Safety,खान हॉलेज और कन्वेयर सुरक्षा,,
mine-haulage,mine-haulage.intro,intro,"You are working along a haulage roadway and belt conveyor underground. Haulage and transport is the second largest cause of death in Indian mines, and most of it happens to people on foot.","आप भूमिगत एक हॉलेज रोडवे और बेल्ट कन्वेयर के साथ काम कर रहे हैं। भारतीय खानों में हॉलेज और परिवहन मौत का दूसरा सबसे बड़ा कारण है, और इसका ज़्यादातर हिस्सा पैदल चलने वालों के साथ होता है।",,
mine-haulage,mine-haulage.steps[0].prompt,prompt,You are at the far end of the district and the belt is running in the direction you need to go.,आप डिस्ट्रिक्ट के दूर छोर पर हैं और बेल्ट उसी दिशा में चल रही है जिधर आपको जाना है।,,
mine-haulage,mine-haulage.steps[0].choices[0].text,option,Ride the belt — it is quicker and people do it all the time,बेल्ट पर सवारी करें — यह तेज़ है और लोग हमेशा करते हैं,,
mine-haulage,mine-haulage.steps[0].choices[0].feedback,feedback,"A belt has no seat, no stop within reach and a transfer point at the end. Riding a conveyor not designed and licensed for man-riding is a recognised killer, and being common practice has never made it survivable.","बेल्ट पर कोई सीट नहीं, हाथ की पहुंच में कोई स्टॉप नहीं, और अंत में एक ट्रांसफर पॉइंट है। जो कन्वेयर मैन-राइडिंग के लिए बना और लाइसेंस्ड नहीं है उस पर सवारी करना एक जाना-पहचाना हत्यारा है, और आम चलन होने से यह कभी बचने योग्य नहीं हुआ।",,
mine-haulage,mine-haulage.steps[0].choices[1].text,option,"Walk the designated travelling road, or use man-riding transport where it is licensed for it","निर्धारित यात्रा मार्ग से चलें, या जहां मैन-राइडिंग के लिए लाइसेंस्ड परिवहन हो उसका उपयोग करें",,
mine-haulage,mine-haulage.steps[0].choices[1].feedback,feedback,"Correct. Man-riding is only ever on equipment specifically approved for it, with the right speed, guarding and boarding points.","सही। मैन-राइडिंग केवल उसी उपकरण पर होती है जो विशेष रूप से इसके लिए स्वीकृत हो, सही गति, गार्डिंग और चढ़ने के स्थानों के साथ।",,
mine-haulage,mine-haulage.steps[1].prompt,prompt,You need to get to the other side of the running belt. The marked crossing is about eighty metres back.,आपको चलती बेल्ट के दूसरी तरफ जाना है। चिह्नित क्रॉसिंग लगभग अस्सी मीटर पीछे है।,,
mine-haulage,mine-haulage.steps[1].choices[0].text,option,Step over the belt here — it is a single stride,यहीं बेल्ट के ऊपर से पार कर जाएं — बस एक कदम है,,
mine-haulage,mine-haulage.steps[1].choices[0].feedback,feedback,A stride over a moving belt puts a foot beside a nip point with nothing to hold. Trip on the frame and your leg goes into the moving belt. Eighty metres is a ninety-second walk.,चलती बेल्ट पर एक कदम आपका पैर निप पॉइंट के पास रखता है और पकड़ने को कुछ नहीं होता। फ्रेम पर ठोकर लगी और आपका पैर चलती बेल्ट में। अस्सी मीटर नब्बे सेकंड की चाल है।,,
mine-haulage,mine-haulage.steps[1].choices[1].text,option,Walk back and use the designated crossing,वापस जाकर निर्धारित क्रॉसिंग का उपयोग करें,,
