group,key,english,hindi,santali_current,santali_corrected,reviewer_note,edit_in_file
1 · Drill and hazard instructions,hz_cat_equipment,Damaged equipment,क्षतिग्रस्त उपकरण,ᱦᱟᱹᱲᱤᱭᱟᱜ ᱡᱤᱱᱤᱥ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_cat_extinguisher,Extinguisher missing or empty,अग्निशामक गायब या खाली,ᱥᱮᱸᱜᱮᱞ ᱦᱩᱭᱩᱠ ᱵᱟᱝ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_cat_gas,Gas smell,गैस की गंध,ᱜᱮᱥ ᱥᱟᱶ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_cat_guard,Machine guard missing,मशीन गार्ड गायब,ᱢᱮᱥᱤᱱ ᱜᱟᱨᱰ ᱵᱟᱝ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_cat_load,Unstable stacked load,अस्थिर ढेर,ᱴᱷᱟᱶ ᱵᱟᱝ ᱛᱟᱦᱮᱸᱱ ᱡᱤᱱᱤᱥ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_cat_loto,Work without lockout,लॉकआउट बिना काम,ᱞᱚᱠᱟᱣᱴ ᱵᱟᱝ ᱠᱟᱛᱮ ᱠᱟᱹᱢᱤ,,,i18nSantali.js
1 · Drill and hazard instructions,hz_cat_other,Something else,कुछ और,ᱮᱴᱟᱜ ᱡᱤᱱᱤᱥ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_cat_ppe,Someone without PPE,कोई बिना PPE,ᱡᱟᱦᱟᱸ ᱦᱚᱲ PPE ᱵᱟᱝ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_cat_wiring,Exposed wiring,खुली तार,ᱡᱷᱤᱡ ᱛᱟᱨ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_desc,One photo and a tap. It reaches your safety officer without you having to write anything or find anyone.,"एक फोटो और एक टैप। यह आपके सुरक्षा अधिकारी तक पहुंच जाएगा, कुछ लिखने या किसी को खोजने की ज़रूरत नहीं।",ᱢᱤᱫ ᱯᱷᱚᱴᱚ ᱟᱨ ᱢᱤᱫ ᱛᱚᱯᱟᱣ ᱾ ᱱᱚᱶᱟ ᱨᱠᱷᱟ ᱟᱯᱷᱤᱥᱚᱨ ᱛᱮ ᱥᱮᱴᱮᱨᱚᱜᱼᱟ ᱾,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_eyebrow,Near-miss report,निकट-चूक रिपोर्ट,ᱡᱚᱠᱷᱚᱢ ᱠᱷᱚᱵᱚᱨ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_facing,Facing,दिशा,ᱦᱚᱨ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_how_bad,How dangerous is it?,यह कितना खतरनाक है?,ᱱᱚᱶᱟ ᱛᱤᱱᱟᱹᱜ ᱡᱚᱠᱷᱚᱢ?,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_location,Location,स्थान,ᱴᱷᱟᱶ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_location_note,"Direction is recorded instead of GPS, because GPS does not work underground.","GPS की जगह दिशा दर्ज होती है, क्योंकि GPS भूमिगत काम नहीं करता।","GPS ᱡᱟᱭᱜᱟ ᱨᱮ ᱦᱚᱨ ᱨᱮᱠᱚᱰ ᱦᱩᱭᱩᱜᱼᱟ, ᱪᱮᱫᱟᱜ ᱥᱮ GPS ᱞᱟᱛᱟᱨ ᱨᱮ ᱵᱟᱝ ᱠᱟᱹᱢᱤᱭᱟ ᱾",,,i18nSantali.js
1 · Drill and hazard instructions,hz_MIC_DENIED,Microphone permission was refused.,माइक्रोफ़ोन अनुमति नहीं मिली।,ᱢᱟᱭᱠ ᱦᱩᱠᱩᱢ ᱵᱟᱝ ᱧᱟᱢ ᱞᱮᱱᱟ ᱾,,,i18nSantali.js
1 · Drill and hazard instructions,hz_MIC_UNSUPPORTED,This device cannot record audio.,यह डिवाइस ऑडियो रिकॉर्ड नहीं कर सकता।,ᱱᱚᱶᱟ ᱡᱤᱱᱤᱥ ᱨᱚᱲ ᱵᱟᱝ ᱨᱮᱠᱚᱰ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾,,,i18nSantali.js
1 · Drill and hazard instructions,hz_my_reports,Your reports,आपकी रिपोर्टें,ᱟᱢᱟᱜ ᱠᱷᱚᱵᱚᱨ ᱠᱚ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_no_direction,Direction not available,दिशा उपलब्ध नहीं,ᱦᱚᱨ ᱵᱟᱝ ᱢᱮᱱᱟᱜᱼᱟ,,,i18nSantali.js
1 · Drill and hazard instructions,hz_none_yet,You have not reported anything yet.,आपने अभी कुछ रिपोर्ट नहीं किया।,ᱟᱢ ᱛᱮᱦᱮᱸ ᱦᱟᱹᱵᱤᱡ ᱪᱮᱫ ᱦᱚᱸ ᱵᱟᱝ ᱠᱷᱚᱵᱚᱨ ᱮᱢ ᱠᱮᱫᱟᱢ ᱾,,,i18nSantali.js
1 · Drill and hazard instructions,hz_note_optional,Add a note (optional),नोट जोड़ें (वैकल्पिक),ᱢᱤᱫ ᱠᱟᱛᱷᱟ ᱮᱢ ᱢᱮ (ᱢᱚᱬᱮ ᱛᱮ),,,i18nSantali.js
1 · Drill and hazard instructions,hz_note_placeholder,"Where exactly, and what is wrong?","ठीक कहाँ, और क्या गलत है?","ᱴᱷᱤᱠ ᱚᱠᱟ ᱨᱮ, ᱟᱨ ᱪᱮᱫ ᱵᱷᱩᱞ ᱠᱟᱱᱟ?",,,i18nSantali.js
1 · Drill and hazard instructions,hz_photo_failed,That image could not be read. Try another photo.,यह छवि पढ़ी नहीं गई। दूसरी फोटो आज़माएं।,ᱱᱚᱶᱟ ᱪᱤᱛᱟᱹᱨ ᱵᱟᱝ ᱯᱟᱲᱦᱟᱣ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾ ᱮᱴᱟᱜ ᱯᱷᱚᱴᱚ ᱠᱩᱨᱩᱢᱩᱴᱩᱭ ᱢᱮ ᱾,,,i18nSantali.js
1 · Drill and hazard instructions,hz_photo_optional,A photo helps but is not required,फोटो मददगार है पर ज़रूरी नहीं,ᱯᱷᱚᱴᱚ ᱜᱚᱲᱚᱭᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱞᱟᱹᱠᱛᱤ ᱵᱟᱝ,,,i18nSantali.js
1 · Drill and hazard instructions,hz_pick_what,What did you see?,आपने क्या देखा?,ᱟᱢ ᱪᱮᱫ ᱧᱮᱞ ᱠᱮᱫᱟᱢ?,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_RECORD_FAILED,The recording failed. Try again.,रिकॉर्डिंग विफल। फिर कोशिश करें।,ᱨᱮᱠᱚᱰᱤᱝ ᱵᱟᱝ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾ ᱫᱚᱦᱲᱟ ᱠᱩᱨᱩᱢᱩᱴᱩᱭ ᱢᱮ ᱾,,,i18nSantali.js
1 · Drill and hazard instructions,hz_report_another,Report another,दूसरी रिपोर्ट करें,ᱮᱴᱟᱜ ᱠᱷᱚᱵᱚᱨ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_retake_photo,Take another,दूसरी लें,ᱮᱴᱟᱜ ᱦᱟᱛᱟᱣ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_sev_high,Someone could be hurt today,आज कोई घायल हो सकता है,ᱛᱮᱦᱮᱸ ᱡᱟᱦᱟᱸ ᱦᱚᱲ ᱜᱷᱟᱭᱚᱞ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_sev_low,Worth noting,ध्यान देने योग्य,ᱧᱮᱞ ᱞᱟᱹᱠᱛᱤ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_sev_medium,Needs fixing,ठीक करना ज़रूरी,ᱴᱷᱤᱠ ᱞᱟᱹᱠᱛᱤ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_status_acknowledged,Seen by safety officer,सुरक्षा अधिकारी ने देखा,ᱨᱠᱷᱟ ᱚᱯᱷᱤᱥᱚᱨ ᱧᱮᱞ ᱠᱮᱫᱟᱭ,,,i18nSantali.js
1 · Drill and hazard instructions,hz_status_dismissed,Closed without action,बिना कार्रवाई बंद,ᱠᱟᱹᱢᱤ ᱵᱟᱝ ᱠᱟᱛᱮ ᱵᱚᱸᱫᱚ,,,i18nSantali.js
1 · Drill and hazard instructions,hz_status_open,Open,खुला,ᱡᱷᱤᱡ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_status_resolved,Fixed,ठीक हो गया,ᱴᱷᱤᱠ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_stop_recording,Stop,रोकें,ᱛᱷᱤᱨ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_storage_full,"This phone is out of storage, so the report is only held for this session. Ask your supervisor to sync soon.","इस फ़ोन में जगह नहीं है, इसलिए रिपोर्ट सिर्फ़ इस सत्र तक रहेगी। सुपरवाइज़र से जल्द सिंक कराएं।","ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱨᱮ ᱡᱟᱭᱜᱟ ᱵᱟᱝ, ᱚᱱᱟᱛᱮ ᱠᱷᱚᱵᱚᱨ ᱱᱚᱶᱟ ᱥᱮᱥᱚᱱ ᱦᱟᱹᱵᱤᱡ ᱜᱮ ᱛᱟᱦᱮᱸᱱᱟ ᱾ ᱥᱩᱯᱚᱨᱣᱟᱭᱡᱚᱨ ᱛᱮ ᱞᱟᱦᱟ ᱥᱤᱸᱠ ᱠᱟᱠᱷᱟᱨ ᱢᱮ ᱾",,,i18nSantali.js
1 · Drill and hazard instructions,hz_submit,Send report,रिपोर्ट भेजें,ᱠᱷᱚᱵᱚᱨ ᱠᱩᱞ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_submitting,Sending…,भेजा जा रहा है…,ᱠᱩᱞ ᱠᱟᱱᱟ…,,,i18nSantali.js
1 · Drill and hazard instructions,hz_thanks_body,Saved on this phone and queued for your safety officer. It will sync by itself when this phone finds a network.,इस फ़ोन पर सहेजा गया और सुरक्षा अधिकारी के लिए कतार में। नेटवर्क मिलने पर यह अपने आप सिंक हो जाएगा।,ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱨᱮ ᱥᱟᱸᱪᱟᱣ ᱮᱱᱟ ᱾ ᱱᱮᱴᱣᱟᱨᱠ ᱧᱟᱢ ᱠᱟᱛᱮ ᱟᱡ ᱛᱮ ᱜᱮ ᱥᱤᱸᱠ ᱦᱩᱭᱩᱜᱼᱟ ᱾,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_thanks_title,Report filed,रिपोर्ट दर्ज हुई,ᱠᱷᱚᱵᱚᱨ ᱚᱞ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_title,Report what you saw,जो देखा वह बताएं,ᱡᱟᱦᱟᱸ ᱧᱮᱞ ᱠᱮᱫᱟᱢ ᱚᱱᱟ ᱞᱟᱭ ᱢᱮ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_voice_remove,Remove voice note,आवाज़ हटाएं,ᱨᱚᱲ ᱚᱜᱟᱲ ᱢᱮ,,,i18nSantali.js
1 · Drill and hazard instructions,hz_voice_saved,Voice note added,आवाज़ जोड़ी गई,ᱨᱚᱲ ᱥᱮᱞᱮᱫ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,hz_zone_label,Zone,ज़ोन,ᱡᱚᱱ,,,i18nSantali.js
1 · Drill and hazard instructions,sc_complete,Scenario Complete,परिदृश्य पूर्ण,ᱥᱮᱱᱟᱨᱤᱭᱚ ᱦᱩᱭ ᱮᱱᱟ,,,i18nSantali.js
1 · Drill and hazard instructions,sc_continue,Continue,जारी रखें,ᱟᱶᱜᱟ ᱪᱟᱞᱟᱜ ᱢᱮ,,,i18nSantali.js
1 · Drill and hazard instructions,sc_dashboard,View Dashboard,डैशबोर्ड देखें,ᱰᱮᱥᱵᱚᱨᱰ ᱧᱮᱞ ᱢᱮ,,,i18nSantali.js
1 · Drill and hazard instructions,sc_decision,Decision,निर्णय,ᱴᱷᱮᱭᱟᱣ,,,i18nSantali.js
1 · Drill and hazard instructions,sc_finish,Finish Scenario,परिदृश्य समाप्त करें,ᱥᱮᱱᱟᱨᱤᱭᱚ ᱢᱩᱪᱟᱹᱫ ᱢᱮ,,,i18nSantali.js
1 · Drill and hazard instructions,sc_more,More Scenarios,और परिदृश्य,ᱟᱨᱦᱚ ᱥᱮᱱᱟᱨᱤᱭᱚ,,,i18nSantali.js
1 · Drill and hazard instructions,sc_of,of,में से,ᱠᱷᱚᱱ,,,i18nSantali.js
1 · Drill and hazard instructions,sc_safe,Safe choice,सुरक्षित विकल्प,ᱨᱠᱷᱟ ᱵᱟᱪᱷᱟᱣ,,,i18nSantali.js
1 · Drill and hazard instructions,sc_trainer_thinking,AI trainer is thinking…,एआई ट्रेनर सोच रहा है…,AI ᱛᱟᱞᱤᱢᱤᱭᱟᱹ ᱵᱷᱟᱵᱤᱡ ᱠᱟᱱᱟ…,,,i18nSantali.js
1 · Drill and hazard instructions,sc_unsafe,Unsafe choice,असुरक्षित विकल्प,ᱵᱟᱝ ᱨᱠᱷᱟ ᱵᱟᱪᱷᱟᱣ,,,i18nSantali.js
1 · Drill and hazard instructions,scan_again_label,Scan another,दूसरा स्कैन करें,ᱮᱴᱟᱜ ᱥᱠᱮᱱ,,,i18n.js / i18nJaagruk.js
1 · Drill and hazard instructions,scan_analyzing,Analyzing…,विश्लेषण हो रहा है…,ᱧᱮᱞ ᱠᱟᱱᱟ…,,,i18nSantali.js
1 · Drill and hazard instructions,scan_another,Scan Another Photo,दूसरी फोटो स्कैन करें,ᱮᱴᱟᱜ ᱯᱷᱚᱴᱚ ᱥᱠᱮᱱ ᱢᱮ,,,i18nSantali.js
1 · Drill and hazard instructions,scan_desc,"Upload or capture a photo of a work area. The AI inspector marks hazards directly on the image, the way a safety officer would during a floor walk.","कार्यक्षेत्र की तस्वीर अपलोड करें या कैद करें। एआई इंस्पेक्टर तस्वीर पर सीधे खतरों को चिह्नित करता है, ठीक वैसे जैसे कोई सुरक्षा अधिकारी फ्लोर वॉक के दौरान करता है।","ᱠᱟᱹᱢᱤ ᱡᱟᱭᱜᱟ ᱨᱮᱭᱟᱜ ᱯᱷᱚᱴᱚ ᱟᱯᱞᱳᱰ ᱥᱮ ᱦᱟᱛᱟᱣ ᱢᱮ ᱾ AI ᱧᱮᱞᱚᱜᱤᱡ ᱪᱤᱛᱟᱹᱨ ᱨᱮ ᱜᱮ ᱡᱚᱠᱷᱚᱢ ᱠᱚ ᱪᱤᱱᱦᱟᱹᱭᱮᱫᱟ, ᱡᱮᱞᱮᱠᱟ ᱨᱠᱷᱟ ᱚᱯᱷᱤᱥᱚᱨ ᱡᱟᱭᱜᱟ ᱧᱮᱞ ᱚᱠᱛᱚ ᱨᱮ ᱠᱟᱹᱢᱤᱭᱮᱫᱟᱭ ᱾",,,i18nSantali.js
1 · Drill and hazard instructions,scan_eyebrow,Hazard Scan,खतरा स्कैन,ᱡᱚᱠᱷᱚᱢ ᱥᱠᱮᱱ,,,i18nSantali.js
1 · Drill and hazard instructions,scan_hint,Works with any work-area or training photo.,किसी भी कार्यक्षेत्र या प्रशिक्षण फोटो के साथ काम करता है।,ᱡᱟᱦᱟᱸ ᱠᱟᱹᱢᱤ ᱡᱟᱭᱜᱟ ᱥᱮ ᱛᱟᱞᱤᱢ ᱯᱷᱚᱴᱚ ᱥᱟᱶ ᱠᱟᱹᱢᱤᱭᱟ ᱾,,,i18nSantali.js
1 · Drill and hazard instructions,scan_no_hazards,No hazards detected.,कोई खतरा नहीं मिला।,ᱡᱟᱦᱟᱸ ᱡᱚᱠᱷᱚᱢ ᱵᱟᱝ ᱧᱟᱢ ᱞᱮᱱᱟ ᱾,,,i18nSantali.js
1 · Drill and hazard instructions,scan_no_key_body,Add a free Gemini or OpenAI key in Settings to run inspections.,निरीक्षण चलाने के लिए सेटिंग्स में एक मुफ्त Gemini या OpenAI कुंजी जोड़ें।,ᱧᱮᱞ ᱠᱟᱹᱢᱤ ᱮᱦᱚᱵ ᱞᱟᱹᱜᱤᱫ ᱥᱮᱴᱤᱝᱥ ᱨᱮ ᱢᱤᱫ ᱢᱩᱯᱷᱚᱛ Gemini ᱥᱮ OpenAI ᱠᱩᱸᱡᱤ ᱮᱢ ᱢᱮ ᱾,,,i18nSantali.js
1 · Drill and hazard instructions,scan_no_key_title,No API key set,कोई एपीआई कुंजी सेट नहीं है,API ᱠᱩᱸᱡᱤ ᱵᱟᱝ ᱛᱮᱭᱟᱨ,,,i18nSantali.js
1 · Drill and hazard instructions,scan_open,Open Camera / Upload Photo,कैमरा खोलें / फोटो अपलोड करें,ᱠᱮᱢᱨᱟ ᱡᱷᱤᱡ / ᱯᱷᱚᱴᱚ ᱟᱯᱞᱳᱰ,,,i18nSantali.js
1 · Drill and hazard instructions,scan_retake,Retake,फिर से लें,ᱫᱚᱦᱲᱟ ᱦᱟᱛᱟᱣ,,,i18nSantali.js
1 · Drill and hazard instructions,scan_run,Run AI Inspection,एआई निरीक्षण चलाएं,AI ᱧᱮᱞ ᱠᱟᱹᱢᱤ ᱮᱦᱚᱵ ᱢᱮ,,,i18nSantali.js
1 · Drill and hazard instructions,scan_title,Point. Capture. Inspect.,दिखाएं। कैद करें। जांचें।,ᱩᱫᱩᱜ ᱢᱮ ᱾ ᱦᱟᱛᱟᱣ ᱢᱮ ᱾ ᱧᱮᱞ ᱢᱮ ᱾,,,i18nSantali.js
2 · Worker-facing flows,chat_greeting,"Hi! I'm the Jaagruk assistant. Ask me anything about how this app works — AR drills, reaction-time scoring, the buddy drill, certificates, hazard reports, or anything you're unsure about.","नमस्ते! मैं जागरुक सहायक हूं। यह ऐप कैसे काम करता है — खतरा स्कैनिंग, परिदृश्य, सेटिंग्स, या जो भी आपको समझ न आए, मुझसे कुछ भी पूछें।","ᱡᱚᱦᱟᱨ! ᱤᱧ ᱡᱟᱜᱨᱩᱠ ᱜᱚᱲᱚ ᱠᱟᱱᱟᱹᱧ ᱾ ᱱᱚᱶᱟ ᱮᱯ ᱪᱮᱫ ᱞᱮᱠᱟ ᱠᱟᱹᱢᱤᱭᱟ — AR ᱛᱟᱞᱤᱢ, ᱚᱠᱛᱚ ᱞᱮᱠᱷᱟ, ᱡᱚᱲᱟᱣ ᱛᱟᱞᱤᱢ, ᱯᱚᱨᱢᱟᱱ, ᱡᱚᱠᱷᱚᱢ ᱠᱷᱚᱵᱚᱨ, ᱥᱮ ᱡᱟᱦᱟᱸ ᱠᱟᱛᱷᱟ ᱵᱟᱝ ᱵᱩᱡᱷᱟᱹᱣ ᱠᱷᱟᱱ — ᱤᱧ ᱛᱮ ᱠᱩᱠᱞᱤ ᱢᱮ ᱾",,,i18nSantali.js
2 · Worker-facing flows,chat_no_key,Add a free API key in Settings first so I can respond — go to the Settings tab and paste a Gemini key.,पहले सेटिंग्स में एक मुफ्त एपीआई कुंजी जोड़ें ताकि मैं जवाब दे सकूं — सेटिंग्स टैब पर जाएं और Gemini कुंजी पेस्ट करें।,ᱢᱟᱲᱟᱝ ᱥᱮᱴᱤᱝᱥ ᱨᱮ ᱢᱤᱫ ᱢᱩᱯᱷᱚᱛ API ᱠᱩᱸᱡᱤ ᱮᱢ ᱢᱮ ᱚᱱᱟᱛᱮ ᱤᱧ ᱛᱮᱞᱟ ᱫᱟᱲᱮᱭᱟᱜᱼᱟᱹᱧ — ᱥᱮᱴᱤᱝᱥ ᱴᱮᱵ ᱛᱮ ᱪᱟᱞᱟᱜ ᱠᱟᱛᱮ Gemini ᱠᱩᱸᱡᱤ ᱮᱢ ᱢᱮ ᱾,,,i18nSantali.js
2 · Worker-facing flows,chat_placeholder,Ask about this app…,इस ऐप के बारे में पूछें…,ᱱᱚᱶᱟ ᱮᱯ ᱵᱟᱵᱚᱛ ᱠᱩᱠᱞᱤ ᱢᱮ…,,,i18nSantali.js
2 · Worker-facing flows,chat_send,Send,भेजें,ᱠᱩᱞ ᱢᱮ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,chat_thinking,Thinking…,सोच रहा हूं…,ᱵᱷᱟᱵᱤᱡ ᱛᱟᱦᱮᱸᱱ…,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,chat_title,Jaagruk Assistant,जागरुक सहायक,ᱡᱟᱜᱨᱩᱠ ᱜᱚᱲᱚ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_cta_buddy,Try the buddy drill,बडी ड्रिल आज़माएं,ᱡᱚᱲᱟᱣ ᱛᱟᱞᱤᱢ ᱠᱩᱨᱩᱢᱩᱴᱩᱭ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_cta_scan,Scan a Hazard,खतरा स्कैन करें,ᱡᱚᱠᱷᱚᱢ ᱥᱠᱮᱱ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,home_cta_train,Start Simulator,सिम्युलेटर शुरू करें,ᱥᱤᱢᱩᱞᱮᱴᱚᱨ ᱮᱦᱚᱵ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,home_desc,"Jaagruk trains workers to recognize hazards before they become accidents, times how fast they react, and certifies them into a record that cannot be quietly edited — on a phone, with no headset and no signal needed.","जागरुक श्रमिकों को दुर्घटना होने से पहले खतरे पहचानना सिखाता है, उनकी प्रतिक्रिया की गति मापता है, और उन्हें ऐसे रिकॉर्ड में प्रमाणित करता है जिसे चुपचाप बदला नहीं जा सकता — फोन पर, बिना हेडसेट और बिना सिग्नल।","ᱡᱟᱜᱨᱩᱠ ᱠᱟᱹᱢᱤ ᱦᱚᱲ ᱠᱚ ᱡᱚᱠᱷᱚᱢ ᱵᱟᱰᱟᱭ ᱛᱟᱞᱤᱢ ᱮᱢᱟᱭ ᱟᱨ ᱚᱠᱛᱚ ᱞᱮᱠᱷᱟᱭ ᱾ ᱯᱷᱚᱱ ᱨᱮ ᱜᱮ, ᱦᱮᱰᱥᱮᱴ ᱟᱨ ᱥᱤᱜᱱᱟᱞ ᱵᱟᱝ ᱞᱟᱹᱠᱛᱤ ᱾",,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_explore,Everything in Jaagruk,जागरुक में सब कुछ,ᱡᱟᱜᱨᱩᱠ ᱨᱮ ᱡᱚᱛᱚ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_eyebrow,Jharkhand · Mining & Manufacturing Safety,झारखंड · खनन एवं विनिर्माण सुरक्षा,ᱡᱷᱟᱲᱠᱷᱚᱸᱰ · ᱠᱷᱟᱰ ᱟᱨ ᱠᱟᱨᱠᱷᱟᱱᱟ ᱨᱠᱷᱟ,,,i18nSantali.js
2 · Worker-facing flows,home_footer_note,"Built for Jharkhand’s mines, steel plants and mica units. Works with the network cable pulled out.","झारखंड की खदानों, स्टील प्लांट और अभ्रक इकाइयों के लिए। नेटवर्क के बिना भी काम करता है।",ᱡᱷᱟᱨᱠᱷᱚᱸᱰ ᱨᱮᱱᱟᱜ ᱠᱷᱟᱰᱟᱱ ᱟᱨ ᱠᱟᱹᱨᱠᱷᱟᱱᱟ ᱞᱟᱹᱜᱤᱫ ᱾ ᱱᱮᱴᱣᱟᱨᱠ ᱵᱟᱝ ᱛᱮ ᱦᱚᱸ ᱠᱟᱹᱢᱤᱭᱟ ᱾,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_how,How it works,यह कैसे काम करता है,ᱱᱚᱶᱟ ᱪᱮᱫ ᱞᱮᱠᱟ ᱠᱟᱹᱢᱤᱭᱟ,,,i18nSantali.js
2 · Worker-facing flows,home_l1_body,"A supervisor marks where the exits and extinguishers really are, once. After that every drill overlays hazards in the correct real direction, so you learn the route you would actually run.","सुपरवाइज़र एक बार चिह्नित करता है कि निकास और अग्निशामक कहाँ हैं। इसके बाद हर ड्रिल खतरों को सही असली दिशा में दिखाती है, ताकि आप वही रास्ता सीखें जिससे आप वास्तव में भागेंगे।","ᱥᱩᱯᱚᱨᱣᱟᱭᱡᱚᱨ ᱢᱤᱫ ᱫᱷᱟᱣ ᱪᱤᱱᱦᱟᱹᱭᱮᱫᱟ ᱡᱮ ᱚᱰᱚᱠ ᱟᱨ ᱥᱮᱸᱜᱮᱞ ᱦᱩᱭᱩᱠ ᱚᱠᱟ ᱨᱮ ᱥᱟᱹᱨᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾ ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱡᱚᱛᱚ ᱛᱟᱞᱤᱢ ᱡᱚᱠᱷᱚᱢ ᱠᱚ ᱥᱟᱹᱨᱤ ᱦᱚᱨ ᱨᱮ ᱩᱫᱩᱜᱟ, ᱚᱱᱟᱛᱮ ᱟᱢ ᱚᱱᱟ ᱦᱚᱨ ᱜᱮ ᱛᱟᱞᱤᱢᱚᱜᱼᱟᱢ ᱡᱟᱦᱟᱸ ᱛᱮ ᱟᱢ ᱥᱟᱹᱨᱤ ᱛᱮ ᱱᱤᱨᱟᱹᱣᱟᱢ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_l1_title,Trained in your own corridor,आपके ही गलियारे में प्रशिक्षण,ᱟᱢᱟᱜ ᱜᱮ ᱦᱚᱨ ᱨᱮ ᱛᱟᱞᱤᱢ,,,i18nSantali.js
2 · Worker-facing flows,home_l2_body,"Knowing the right answer is not the same as producing it in four seconds. Every decision is timed, and a correct-but-slow answer is flagged for a repeat instead of quietly passed.","सही उत्तर जानना और चार सेकंड में देना एक बात नहीं है। हर निर्णय का समय मापा जाता है, और सही-पर-धीमा उत्तर चुपचाप पास नहीं होता, दोहराने के लिए चिह्नित होता है।","ᱴᱷᱤᱠ ᱛᱮᱞᱟ ᱵᱟᱰᱟᱭ ᱟᱨ ᱚᱱᱟ ᱯᱩᱱ ᱥᱮᱠᱮᱸᱰ ᱨᱮ ᱮᱢ ᱫᱚ ᱢᱤᱫ ᱠᱟᱛᱷᱟ ᱵᱟᱝ ᱾ ᱡᱚᱛᱚ ᱴᱷᱮᱭᱟᱣ ᱨᱮᱭᱟᱜ ᱚᱠᱛᱚ ᱞᱮᱠᱷᱟᱜᱼᱟ, ᱟᱨ ᱴᱷᱤᱠ ᱢᱮᱱᱠᱷᱟᱱ ᱟᱲᱟᱜ ᱛᱮᱞᱟ ᱫᱚ ᱪᱩᱯ ᱠᱟᱛᱮ ᱯᱟᱥ ᱵᱟᱝ, ᱫᱚᱦᱲᱟ ᱞᱟᱹᱜᱤᱫ ᱪᱤᱱᱦᱟᱹᱜᱼᱟ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_l2_title,Timed like a real emergency,असली आपात स्थिति जैसा समय,ᱥᱟᱹᱨᱤ ᱡᱚᱠᱷᱚᱢ ᱞᱮᱠᱟ ᱚᱠᱛᱚ,,,i18nSantali.js
